Site,Year,Plant.ID,Block,Treatment,obs,time,elapsed,date,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
S15,2012,158,3,W,307,1531424483,22399,20180712 14:41:23,1531424475,0.008281965,14.25456618,399.8946452,353.1430175,35.74910829,40.48183389,0.647570795,3.431785804,0.586556584,0.371599509,193.7335454,26.06475082,25.97166774,3.368605591,55.44146079,1.976996306,3.565916694,1.391609285,-365.2346482,178.5819021,11.16917763,18.24997683,-0.041941534,0.047083047,3.505385848,1,0,1,0,53493.08725,0,0,0,0,#DIV/0!,-1,RECT-2759-20180712-14_42_54,337.8571923,390.012,0.133726161,0.5,1009.175894,14.25456618,67.47660925,1,0.015115865,-1,-,0,390.012,0.133726161,#DIV/0!,0.133726161,#DIV/0!,-,-,-,-,-,-,-,-,1199.99129,1009.175894,0.840986015,0.19197203,2,0.5,0: Broadleaf,1531424475,399.8946452,417.4475806,19.52950645,11.41554516,200.1543226,101.1312581,0.099989677,26.9369,25.97166774,999.9,10001.26484,0,0.00152894,1199.99129,0.966995968,0.033003632,0,338.2610645,4.99999,6063.329677,11997.52903,48.38483871,50.81832258,49.58851613,49.33845161,50.35651613,1155.550968,39.44032258,0,132.3000002,337.8571923,-65.85131623,-1060.494359,6056.781538,15,1531422148,14:02:28,16,-0.195,-0.004,413,12,0.12,0.01,-17.56051951,0.391887805,0.070539082,1,8.119794634,-0.142647387,0.014138598,0,1,2,02-Jan,100,100,-0.195,-0.004,2,183.158,435.814,18.629,32.6909,29.9999,32.5441,32.4343,15.2933,64.3592,0,18.6383,417.572,11.3677,99.7308,99.8056,,,,
S15,2012,158,3,W,308,1531424487,22402.5,20180712 14:41:26,1531424476,0.00827899,14.24654342,399.8993871,353.0429837,35.73897155,40.48230238,0.645606673,3.431920326,0.584945624,0.370565034,193.7352081,26.06975103,25.98644839,3.37155359,55.41726203,1.976631636,3.566815761,1.394921954,-365.1034723,176.6479651,11.04884373,16.32854461,-0.041943629,0.047085398,3.505524046,1,0,1,0,53494.88314,0,0,0,0,#DIV/0!,-1,RECT-2760-20180712-14_42_57,338.505,387.54,0.126528874,0.5,1009.184816,14.24654342,63.84550944,1,0.015107781,-1,-,0,387.54,0.126528874,#DIV/0!,0.126528874,#DIV/0!,-,-,-,-,-,-,-,-,1200.001935,1009.184816,0.84098599,0.191971981,2,0.5,0: Broadleaf,1531424476,399.8993871,417.4430323,19.52590968,11.41489032,200.1557419,101.1312258,0.099993065,26.94119032,25.98644839,999.9,10001.76742,0,0.00152894,1200.001935,0.966996742,0.033002858,0,336.9202903,4.99999,6040.919355,11997.63226,48.37677419,50.81025806,49.58045161,49.3303871,50.34445161,1155.562258,39.43967742,0,2.700000048,338.505,9.144329959,43865.72434,8802.713077,15,1531422148,14:02:28,16,-0.195,-0.004,413,12,0.12,0.01,-17.55648537,0.346337979,0.069073032,1,8.112950976,-0.148821951,0.014695551,0,1,2,02-Jan,100,100,-0.195,-0.004,2,183.472,435.829,18.6589,32.6886,29.9999,32.544,32.4343,15.2967,64.3592,0,18.6789,417.398,11.3622,99.7328,99.8073,,,,
S15,2012,158,3,W,309,1531424490,22406,20180712 14:41:30,1531424478,0.00827718,14.24438845,399.9051613,352.5990588,35.69405124,40.48290817,0.63874262,3.432199057,0.579305458,0.366944097,193.737148,26.08199746,26.05117742,3.384490352,55.37208422,1.976385147,3.569280758,1.408105205,-365.0236538,166.8607381,10.43982789,6.014060118,-0.041947968,0.047090269,3.505810392,1,0,1,0,53498.09532,0,0,0,0,#DIV/0!,-1,RECT-2761-20180712-14_43_01,339.4645385,382.351,0.112165161,0.5,1009.194861,14.24438845,56.5982521,1,0.015105496,-1,-,0,382.351,0.112165161,#DIV/0!,0.112165161,#DIV/0!,-,-,-,-,-,-,-,-,1200.013871,1009.194861,0.840985996,0.191971992,2,0.5,0: Broadleaf,1531424478,399.9051613,417.4463226,19.52346452,11.41403871,200.1518065,101.1312903,0.099981703,26.95294839,26.05117742,999.9,10002.79581,0,0.001529248,1200.013871,0.966996742,0.033002903,0,335.4585806,4.99999,6016.616129,11997.74839,48.38283871,50.80016129,49.57035484,49.32232258,50.3363871,1155.574194,39.44032258,0,2.700000048,339.4645385,37.25723905,59225.35507,11538.49308,15,1531422148,14:02:28,16,-0.195,-0.004,413,12,0.12,0.01,-17.54513659,0.051370035,0.061240608,1,8.104870732,-0.113178815,0.012335912,0,1,2,02-Jan,100,100,-0.195,-0.004,2,183.425,435.885,18.6857,32.6875,30.0001,32.544,32.4332,15.3012,64.3592,0,18.1886,417.592,11.4356,99.7304,99.8077,,,,
S15,2012,158,4,D,280,1531771420,26163,20180716 15:03:40,1531771412,0.006679581,14.0662276,400.0695161,342.1659048,34.57359919,40.42437573,0.48795981,3.429712226,0.452413171,0.285735867,193.7321413,26.46180346,26.27096452,3.428741155,55.31259144,1.976807125,3.573882679,1.45193403,-294.5695416,130.1559545,8.159119136,37.47767339,-0.041909258,0.047046813,3.503255631,1,0,1,0,53442.76359,0,0,0,0,#DIV/0!,-1,RECT-976-20180716-15_05_12,243.0118846,293.209,0.171199095,0.5,1009.171248,14.0662276,86.38460211,1,0.014929307,-1,-,0,293.209,0.171199095,#DIV/0!,0.171199095,#DIV/0!,-,-,-,-,-,-,-,-,1199.986129,1009.171248,0.840985761,0.191971523,2,0.5,0: Broadleaf,1531771412,400.0695161,416.7939355,19.56394516,13.02056129,200.1686774,100.9433871,0.099991865,26.97488065,26.27096452,999.9,10012.16774,0,0.00152894,1199.986129,0.967006258,0.032993542,0,243.1774516,4.99999,5056.62,11997.52903,47.1006129,49.562,48.254,48.796,49.179,1155.556129,39.43,0,225.0999999,243.0118846,-14.1237265,-256.0133334,5052.591923,15,1531770076,14:41:16,13,2.333,0.007,414,14,0.14,0.01,-16.75919756,0.92361324,0.114300151,0,299.0701765,-24.59339076,2.417994788,0,6.547115366,-0.102537282,0.010259838,0,0,2,0/2,100,100,2.333,0.007,2,183.521,461.585,19.5936,30.9709,30.0003,30.8749,30.7922,15.4666,39.8309,0,19.6053,416.672,12.9703,100.129,100.21
S15,2012,158,4,D,281,1531771423,26166,20180716 15:03:43,1531771413,0.006678423,14.06379444,400.0701613,342.0768633,34.56459021,40.42442697,0.48705928,3.429315565,0.451634842,0.285239519,193.7311784,26.46357085,26.28166774,3.430908928,55.30564563,1.976740927,3.574211828,1.454168001,-294.518467,128.4519216,8.053723838,35.71835682,-0.041903084,0.047039883,3.502848136,1,0,1,0,53434.9353,0,0,0,0,#DIV/0!,-1,RECT-977-20180716-15_05_15,246.1430769,291.542,0.15572001,0.5,1009.166352,14.06379444,78.57369705,1,0.014926969,-1,-,0,291.542,0.15572001,#DIV/0!,0.15572001,#DIV/0!,-,-,-,-,-,-,-,-,1199.980323,1009.166352,0.84098575,0.1919715,2,0.5,0: Broadleaf,1531771413,400.0701613,416.7916774,19.56329677,13.02104839,200.1688387,100.9433548,0.099989252,26.97644839,26.28166774,999.9,10010.69613,0,0.00152894,1199.980323,0.967006452,0.032993348,0,243.0131613,4.99999,5053.684839,11997.47097,47.1006129,49.562,48.256,48.796,49.179,1155.550968,39.42935484,0,2.5,246.1430769,46.65736388,34302.37381,7201.220769,15,1531770076,14:41:16,13,2.333,0.007,414,14,0.14,0.01,-16.72983902,0.766415331,0.109173259,0,299.0701765,-24.59339076,2.417994788,0,6.541877317,-0.115536794,0.011476536,0,0,2,0/2,100,100,2.333,0.007,2,183.758,461.627,19.6074,30.9743,30.0006,30.8776,30.7955,15.4616,39.8309,0,19.6192,416.762,12.9728,100.13,100.208
S15,2012,158,4,D,282,1531771426,26169,20180716 15:03:46,1531771413,0.006677515,14.06151059,400.0710323,341.7443814,34.53098333,40.42450116,0.483977411,3.428978491,0.448979419,0.283545379,193.7288435,26.46922032,26.32254839,3.439199692,55.28640184,1.976692012,3.575367444,1.46250768,-294.4784034,121.8993168,7.64541164,28.79516856,-0.041897839,0.047033994,3.502501857,1,0,1,0,53427.54015,0,0,0,0,#DIV/0!,-1,RECT-978-20180716-15_05_18,249.0698077,289.033,0.138265154,0.5,1009.154148,14.06151059,69.76542696,1,0.014924886,-1,-,0,289.033,0.138265154,#DIV/0!,0.138265154,#DIV/0!,-,-,-,-,-,-,-,-,1199.965806,1009.154148,0.840985754,0.191971508,2,0.5,0: Broadleaf,1531771413,400.0710323,416.7896774,19.56281935,13.02154839,200.1716129,100.9433226,0.099986987,26.98195161,26.32254839,999.9,10009.44613,0,0.00152894,1199.965806,0.967006161,0.032993658,0,242.7992258,4.99999,5050.34,11997.31935,47.10867742,49.562,48.256,48.798,49.18103226,1155.536774,39.42903226,0,2.299999952,249.0698077,78.09159535,53819.35981,9337.763846,15,1531770076,14:41:16,13,2.333,0.007,414,14,0.14,0.01,-16.72289512,0.18741115,0.101630893,1,299.0701765,-24.59339076,2.417994788,0,6.53674,-0.11535115,0.011533635,0,1,2,02-Jan,100,100,2.333,0.007,2,183.866,461.606,19.6181,30.977,30.0007,30.8807,30.7989,15.4606,39.8309,0,19.6192,416.752,12.9903,100.129,100.206
S15,2012,158,4,W,10,1532226721,1258.4,20180721 21:32:00,1532226716,0.00475528,13.77973208,399.973625,316.1335664,32.06448285,40.56812944,0.308043143,3.430773305,0.293460799,0.184665628,193.733684,26.90815149,26.77615625,3.532373983,54.04401309,1.93311833,3.576933354,1.599255653,-209.7078376,39.44268811,2.47822273,25.94675721,-0.041925773,0.047065353,3.504345691,4,2,1,0,53466.50567,0,0,0,0,#DIV/0!,-1,RECT-2524-20180721-21_33_35,242.9416538,291.672,0.167072417,0.5,1009.17405,13.77973208,84.3025741,1,0.014645375,-1,-,0,291.672,0.167072417,#DIV/0!,0.167072417,#DIV/0!,-,-,-,-,-,-,-,-,1199.98875,1009.17405,0.840986259,0.191972519,2,0.5,0: Broadleaf,1532226716,399.973625,415.6385625,19.05920625,14.39955,200.21425,101.227,0.200011438,26.98940625,26.77615625,999.9,9988.050625,0,0.00152894,1199.98875,0.966990125,0.033009994,0,242.7105,4.99999,3720.808125,11997.46875,45.8553125,47.67925,46.875,47.375,48,1155.53875,39.45,0,346.0999999,242.9416538,-3.661162397,-105.8205127,3725.729615,15,1532225358,21:09:17,2,2.414,0.034,410,16,0.1,0.02,-15.62506341,-0.217356794,0.078432459,1,4.666394146,-0.051408502,0.005647739,1,2,2,02-Feb,100,100,2.414,0.034,2,180.827,480.014,21.0222,30.1218,29.9996,30.1123,30.0557,15.528,0,0,21.0453,415.594,31.7184,100.222,100.326,,,,
S15,2012,158,4,W,11,1532226724,1261.9,20180721 21:32:04,1532226718,0.004752278,13.77741503,399.9734375,315.4916066,31.99938452,40.56812782,0.305504599,3.430458102,0.29115434,0.183204594,193.733115,26.91398391,26.8298875,3.543555407,54.01691263,1.932735638,3.578019446,1.610819769,-209.5754751,30.4577768,1.914431601,16.52984823,-0.041920867,0.047059845,3.504021879,4,2,1,0,53459.58292,0,0,0,0,#DIV/0!,-1,RECT-2525-20180721-21_33_38,246.3474615,290.913,0.15319198,0.5,1009.171388,13.77741503,77.29848148,1,0.014643117,-1,-,0,290.913,0.15319198,#DIV/0!,0.15319198,#DIV/0!,-,-,-,-,-,-,-,-,1199.985625,1009.171388,0.840986231,0.191972461,2,0.5,0: Broadleaf,1532226718,399.9734375,415.634875,19.055425,14.3986875,200.2140625,101.2270625,0.199992438,26.994575,26.8298875,999.9,9986.875625,0,0.00152894,1199.985625,0.96699125,0.033008881,0,242.5228125,4.99999,3716.13625,11997.4375,45.8553125,47.67925,46.875,47.375,48,1155.536875,39.44875,0,2.800000191,246.3474615,49.22795988,30569.42875,5841.410769,15,1532225358,21:09:17,2,2.414,0.034,410,16,0.1,0.02,-15.63158049,-0.366781882,0.067608133,1,4.661440732,-0.085939233,0.009053659,1,2,2,02-Feb,100,100,2.414,0.034,2,181.027,480.144,21.0183,30.1189,29.9992,30.1101,30.0534,15.5305,0,0,21.0548,415.562,31.7184,100.223,100.326,,,,
S15,2012,158,4,W,12,1532226728,1265.4,20180721 21:32:07,1532226719,0.004752004,13.76012621,399.9720625,313.5406045,31.8014758,40.56795733,0.297889137,3.430181699,0.284227157,0.178817226,193.7284563,26.93137282,27.01460625,3.582231265,53.9572886,1.932571243,3.581668563,1.649660022,-209.5633577,-0.494682282,-0.031127327,-16.36071106,-0.041916565,0.047055016,3.503737926,4,2,1,0,53451.22522,0,0,0,0,#DIV/0!,-1,RECT-2526-20180721-21_33_42,249.4044615,289.092,0.13728342,0.5,1009.1472,13.76012621,69.26958946,1,0.014626336,-1,-,0,289.092,0.13728342,#DIV/0!,0.13728342,#DIV/0!,-,-,-,-,-,-,-,-,1199.956875,1009.1472,0.840986223,0.191972446,2,0.5,0: Broadleaf,1532226719,399.9720625,415.6153125,19.05381875,14.39758125,200.2243125,101.227,0.199977375,27.01193125,27.01460625,999.9,9985.856875,0,0.00152894,1199.956875,0.966991375,0.033008744,0,242.0735625,4.99999,3709.784375,11997.15,45.882625,47.675375,46.875,47.375,48.003875,1155.509375,39.4475,0,2.800000191,249.4044615,61.85183024,42753.53855,7960.505769,15,1532225358,21:09:17,2,2.414,0.034,410,16,0.1,0.02,-15.64402683,0.044491986,0.050711302,1,4.658276829,-0.088968084,0.009569789,1,2,2,02-Feb,100,100,2.414,0.034,2,181.075,480.125,21.0279,30.1166,29.9992,30.1078,30.0512,15.5344,0,0,21.0357,415.663,31.7184,100.223,100.327,,,,
S15,2014,159,3,D,148,1530989761,14954.9,20180707 13:56:00,1530989753,0.008844823,17.18502708,399.960129,348.9333108,35.35599664,40.52633709,0.70499858,3.434901285,0.633380832,0.401689596,193.7383994,25.97690063,25.69314194,3.313472992,54.14880229,1.935157826,3.573777709,1.378315166,-390.0566874,237.2628567,14.80797936,55.75254814,-0.041990046,0.047137505,3.508586459,1,0,1,0,53547.78596,0,0,0,0,#DIV/0!,-1,RECT-1382-20180707-13_57_28,294.0948077,370.129,0.205426195,0.5,1009.200155,17.18502708,103.6580741,1,0.018019247,-1,-,0,370.129,0.205426195,#DIV/0!,0.205426195,#DIV/0!,-,-,-,-,-,-,-,-,1200.02,1009.200155,0.840986113,0.191972225,2,0.5,0: Broadleaf,1530989753,399.960129,420.6682903,19.09834516,10.42849032,200.1394839,101.2259355,0.100007145,26.97438065,25.69314194,999.9,10003.46774,0,0.00152894,1200.02,0.966992935,0.033006974,0,294.3155484,4.99999,5867.683226,11997.81935,48.437,51.062,49.687,49.83841935,50.379,1155.574839,39.44516129,0,217.3,294.0948077,-34.12782906,-1090.869744,5861.667692,15,1530989480,13:51:19,11,-0.225,-0.04,427,8,0.05,0.01,-20.70799268,0.127105923,0.059627447,1,295.8815588,-35.13116965,3.447885168,0,8.664277561,0.135260697,0.014444837,0,1,3,03-Jan,100,100,-0.225,-0.04,2,180.996,459.709,19.0921,32.3368,30,32.2543,32.1673,15.1137,71.1908,0,19.0966,420.65,10.5444,99.8312,99.8645
S15,2014,159,3,D,149,1530989764,14958.4,20180707 13:56:04,1530989754,0.008840853,17.17647491,399.9628065,348.6989758,35.33232457,40.52669115,0.701023739,3.434315221,0.630157147,0.399616631,193.7396017,25.98205821,25.72752581,3.320236153,54.14540914,1.935538973,3.5747056,1.38469718,-389.8816165,231.6744207,14.46447214,49.99687801,-0.041980919,0.047127259,3.507984379,1,0,1,0,53535.83826,0,0,0,0,#DIV/0!,-1,RECT-1383-20180707-13_57_31,298.0058077,365.996,0.185767583,0.5,1009.206397,17.17647491,93.73891654,1,0.018010662,-1,-,0,365.996,0.185767583,#DIV/0!,0.185767583,#DIV/0!,-,-,-,-,-,-,-,-,1200.027419,1009.206397,0.840986115,0.191972229,2,0.5,0: Broadleaf,1530989754,399.9628065,420.6601613,19.10206774,10.43642903,200.1462258,101.226129,0.100020529,26.9788,25.72752581,999.9,10001.27419,0,0.00152894,1200.027419,0.966993032,0.033006884,0,293.5252581,4.99999,5849.34871,11997.89677,48.437,51.062,49.687,49.84248387,50.379,1155.581935,39.44548387,0,2.700000048,298.0058077,61.24170502,42401.64236,8521.989231,15,1530989480,13:51:19,11,-0.225,-0.04,427,8,0.05,0.01,-20.68201707,0.453869686,0.084931786,1,298.3946765,32.66457868,17.81666864,0,8.662343415,0.028240348,0.019883857,1,2,3,03-Feb,100,100,-0.225,-0.04,2,181.191,459.738,19.1036,32.3365,30.0001,32.2521,32.167,15.1154,71.1908,0,19.1105,420.511,10.5555,99.8304,99.8635
S15,2014,159,3,D,150,1530989771,14964.9,20180707 13:56:10,1530989759,0.008832807,17.15883431,399.9619032,345.6207242,35.02044544,40.52663232,0.656597745,3.43214259,0.593964439,0.376355989,193.7410373,26.03234679,26.16202581,3.406745251,54.10525815,1.939682489,3.585016606,1.467062761,-389.5268098,160.205137,10.03290328,-25.54773216,-0.041947089,0.047089282,3.505752382,1,0,1,0,53485.71394,0,0,0,0,#DIV/0!,-1,RECT-1384-20180707-13_57_38,298.4536923,357.024,0.164051458,0.5,1009.214468,17.15883431,82.78155237,1,0.017993038,-1,-,0,357.024,0.164051458,#DIV/0!,0.164051458,#DIV/0!,-,-,-,-,-,-,-,-,1200.037097,1009.214468,0.840986058,0.191972116,2,0.5,0: Broadleaf,1530989759,399.9619032,420.6366774,19.14294516,10.48627742,200.1629677,101.2261935,0.100037758,27.02784194,26.16202581,999.9,9993.208387,0,0.00152894,1200.037097,0.966995355,0.033004516,0,289.3065806,4.99999,5768.082581,11998,48.52577419,51.062,49.687,49.85467742,50.39912903,1155.593548,39.44354839,0,6,298.4536923,-61.82713492,-974.6517022,11103.92385,15,1530989480,13:51:19,11,-0.225,-0.04,427,8,0.05,0.01,-20.64551951,0.174654355,0.083906159,1,297.7883824,1.511081039,25.60407249,0,8.641458293,-0.290729686,0.051905903,0,1,3,03-Jan,100,100,-0.225,-0.04,2,181.098,459.82,19.0957,32.3354,30.001,32.2515,32.167,15.1263,71.1908,0,19.0232,420.951,10.5385,99.8307,99.862
S15,2014,159,3,W,91,1531496723,6191,20180713 10:45:22,1531496715,0.006672807,14.43535978,400.0083871,344.4689599,35.00010217,40.64323944,0.522418033,3.441660539,0.482026091,0.304634694,193.7320384,26.45983149,25.88932258,3.352223023,55.49127973,1.982592026,3.572799249,1.369630998,-294.2707691,200.4641674,12.49870996,112.4241466,-0.042095366,0.047255736,3.515530531,1,0,1,0,53683.49472,0,0,0,0,#DIV/0!,-1,RECT-2858-20180713-10_46_53,232.6526923,281.804,0.174416643,0.5,1009.170706,14.43535978,88.00808347,1,0.015295093,-1,-,0,281.804,0.174416643,#DIV/0!,0.174416643,#DIV/0!,-,-,-,-,-,-,-,-,1199.985484,1009.170706,0.840985762,0.191971524,2,0.5,0: Broadleaf,1531496715,400.0083871,417.0965484,19.51255484,12.97621613,200.1916774,101.5059677,0.100000413,26.96971935,25.88932258,999.9,10000.89194,0,0.00152894,1199.985484,0.967006516,0.032993826,0,232.7595161,4.99999,5400.396129,11997.5129,46.062,48.125,47.165,47.558,48.135,1155.555484,39.43,0,177.3000002,232.6526923,-15.97107691,-224.0023931,5398.696538,15,1531495988,10:33:08,4,2.446,0.015,414,14,0.15,0.02,-17.06206585,-0.647514983,0.143309771,0,333.0775588,-102.1591801,10.09128135,0,6.532142439,0.073376237,0.010369843,1,1,2,02-Jan,100,100,2.446,0.015,2,183.92,489.23,20.5998,29.8053,30.0003,29.7128,29.6297,15.3508,47.8167,0,20.6195,416.949,12.8982,100.346,100.391
S15,2014,159,3,W,92,1531496726,6194.5,20180713 10:45:26,1531496716,0.006675285,14.42700575,400.0101935,344.2434296,34.97722887,40.64347171,0.519882016,3.440322935,0.479850915,0.303246181,193.733192,26.46239409,25.92214839,3.358745356,55.47620694,1.982437405,3.573491257,1.376307952,-294.3800597,194.9093687,12.15929743,106.4217985,-0.042074516,0.047232331,3.514156339,1,0,1,0,53657.40352,0,0,0,0,#DIV/0!,-1,RECT-2859-20180713-10_46_56,235.4531538,277.948,0.152887757,0.5,1009.176435,14.42700575,77.14536059,1,0.015286728,-1,-,0,277.948,0.152887757,#DIV/0!,0.152887757,#DIV/0!,-,-,-,-,-,-,-,-,1199.992258,1009.176435,0.840985789,0.191971577,2,0.5,0: Broadleaf,1531496716,400.0101935,417.0914516,19.51100968,12.97206452,200.1865161,101.5060645,0.100025445,26.97301613,25.92214839,999.9,9995.929032,0,0.00152894,1199.992258,0.967005355,0.032994984,0,232.3456452,4.99999,5394.416129,11997.57742,46.062,48.125,47.167,47.558,48.133,1155.560968,39.43129032,0,2.700000048,235.4531538,45.06716953,32988.82899,7463.250769,15,1531495988,10:33:08,4,2.446,0.015,414,14,0.15,0.02,-17.06342439,0.178609756,0.142595987,1,333.0775588,-102.1591801,10.09128135,0,6.535696829,0.052061812,0.010377714,1,2,2,02-Feb,100,100,2.446,0.015,2,184.331,489.109,20.6166,29.8079,30.0002,29.7151,29.6313,15.3542,47.8167,0,20.6281,417.059,12.893,100.345,100.391
S15,2014,159,3,W,93,1531496730,6198,20180713 10:45:29,1531496717,0.006682222,14.41685698,400.0126129,343.5608948,34.90791581,40.64376017,0.512813417,3.440174345,0.473818208,0.299392458,193.7345487,26.47102466,26.01658065,3.377570448,55.44256145,1.982421785,3.575631669,1.395148663,-294.6859928,179.2774767,11.19045232,89.51648497,-0.0420722,0.047229731,3.514003685,1,0,1,0,53652.75008,0,0,0,0,#DIV/0!,-1,RECT-2860-20180713-10_47_00,237.6376923,274.013,0.132750299,0.5,1009.18349,14.41685698,66.98470507,1,0.015276565,-1,-,0,274.013,0.132750299,#DIV/0!,0.132750299,#DIV/0!,-,-,-,-,-,-,-,-,1200.000645,1009.18349,0.84098579,0.19197158,2,0.5,0: Broadleaf,1531496717,400.0126129,417.0862258,19.51083548,12.96520645,200.1899677,101.5061935,0.100003016,26.98320968,26.01658065,999.9,9995.366129,0,0.00152894,1200.000645,0.967005097,0.032995223,0,231.7236774,4.99999,5385.825806,11997.66452,46.08619355,48.125,47.167,47.558,48.135,1155.569032,39.4316129,0,2.700000048,237.6376923,52.89214794,43847.8759,9488.944615,15,1531495988,10:33:08,4,2.446,0.015,414,14,0.15,0.02,-17.0412,0.523831359,0.152832154,0,333.0775588,-102.1591801,10.09128135,0,6.547014146,0.133129338,0.022097024,0,0,2,0/2,100,100,2.446,0.015,2,184.161,489.379,20.6271,29.8101,30.0004,29.7173,29.6334,15.351,47.8167,0,20.6281,417.102,12.8975,100.345,100.39
S15,2014,159,4,D,178,1531846903,14522.4,20180717 12:01:42,1531846898,0.006292777,9.781304641,400.0635294,355.2203587,36.0684346,40.62172928,0.461344177,3.437700922,0.429502312,0.271116447,193.726927,26.59426343,26.10935882,3.396155479,54.35324614,1.947633415,3.583288125,1.448522064,-277.5114582,168.7034812,10.54482013,95.46377008,-0.042033657,0.047186463,3.511462626,0,0,1,0,53597.62957,0,0,0,0,#DIV/0!,-1,RECT-1201-20180717-12_03_15,233.6922692,267.097,0.125065915,0.5,1009.145635,9.781304641,63.10486122,1,0.010683596,-1,-,0,267.097,0.125065915,#DIV/0!,0.125065915,#DIV/0!,-,-,-,-,-,-,-,-,1199.955882,1009.145635,0.840985614,0.191971228,2,0.5,0: Broadleaf,1531846898,400.0635294,412.3522353,19.18128824,13.01428824,200.1645294,101.4382353,0.099961253,27.01962941,26.10935882,999.9,9992.899412,0,0.00152894,1199.955882,0.967006765,0.032993135,0,233.057,4.99999,3929.664118,11997.22353,44.50729412,46.562,45.63958824,45.95182353,46.687,1155.527647,39.42294118,0,288.0999999,233.6922692,-13.27647864,-263.2174361,3940.250385,15,1531845647,11:40:46,8,2.322,0.036,413,16,0.13,0.02,-12.29845366,0.215088502,0.057290403,1,276.1309394,-19.85260712,1.904004853,0,6.199256341,-0.302793868,0.03035267,0,1,2,02-Jan,100,100,2.322,0.036,2,184.032,490.986,22.2439,28.183,30.0004,28.1495,28.0971,15.2825,42.0119,0,22.2289,412.243,13.1137,100.565,100.641
S15,2014,159,4,D,179,1531846906,14525.4,20180717 12:01:45,1531846899,0.006289954,9.783720576,400.0671176,355.0490957,36.05104438,40.62209308,0.459468953,3.43812684,0.42787954,0.270081694,193.7248274,26.59787035,26.13311765,3.400929111,54.34296075,1.947600538,3.58390583,1.453328572,-277.3869651,164.8646107,10.30497096,91.50744398,-0.042040293,0.047193912,3.511900189,0,0,1,0,53605.22234,0,0,0,0,#DIV/0!,-1,RECT-1202-20180717-12_03_18,235.4806923,265.772,0.113974789,0.5,1009.134746,9.783720576,57.50796,1,0.010686106,-1,-,0,265.772,0.113974789,#DIV/0!,0.113974789,#DIV/0!,-,-,-,-,-,-,-,-,1199.942941,1009.134746,0.84098561,0.191971219,2,0.5,0: Broadleaf,1531846899,400.0671176,412.3577059,19.18096471,13.01644118,200.1551765,101.4382353,0.099959906,27.02256471,26.13311765,999.9,9994.477059,0,0.00152894,1199.942941,0.967007118,0.032992782,0,232.8526471,4.99999,3926.157059,11997.09412,44.50729412,46.562,45.63958824,45.95552941,46.687,1155.515882,39.42235294,0,2.299999952,235.4806923,26.09733727,31440.98304,5889.117692,15,1531845647,11:40:46,8,2.322,0.036,413,16,0.13,0.02,-12.29223659,0.135497561,0.055271338,1,276.1309394,-19.85260712,1.904004853,0,6.183862195,-0.286978537,0.028723194,0,1,2,02-Jan,100,100,2.322,0.036,2,184.307,490.905,22.2299,28.1847,30.0004,28.1506,28.0975,15.2759,42.0119,0,22.1993,412.241,13.127,100.566,100.641
